CLIENTNUM;Churn;Age;Gender;Dependents;EducationLevel;MaritalStatus;YearIncome;Purpose;Card_Category;Months;TotalRelationshipCount;MonthsInactive12;ContactsCount12;CreditLimit;TotalAmtChngQ4Q1;TotalTransAmt;TotalCtChngQ4Q1;AvgUtilizationRatio
710322033;0;52;F;1;среднее;женат / замужем;123297.2098;свадьба;Blue;44;1;1;1;25630;0.857;4515;0.925;0.689
710560008;0;46;F;4;высшее;женат / замужем;;покупка коммерческой недвижимости;Blue;33;1;3;0;18960;0.647;4588;0.923;0.917
711298458;1;39;F;3;среднее;женат / замужем;228893.1209;на покупку подержанного автомобиля;Blue;26;5;2;5;21900;0.691;2338;0.6;0
789164283;0;55;F;0;среднее;женат / замужем;215103.2914;образование;Blue;44;1;1;3;25960;0.609;4726;0.812;0.743
715773783;1;44;F;2;Среднее;вдовец / вдова;115250.4068;покупка жилья для семьи;Blue;35;2;3;4;41960;0.741;2558;0.652;0.134
779158533;0;43;F;3;СРЕДНЕЕ;гражданский брак;76464.61806;операции с жильем;Blue;25;2;3;3;16160;0.647;4774;0.805;0.598
720463833;0;42;M;5;высшее;женат / замужем;434302.3561;профильное образование;Blue;36;1;1;2;66180;0.72;5022;0.854;0.263
712747758;1;50;F;4;высшее;гражданский брак;372580.1836;свадьба;Blue;36;2;2;3;24770;0.445;2037;0.387;0
771067308;0;38;F;3;среднее;женат / замужем;182407.2636;операции с жильем;Blue;25;1;1;2;30400;0.758;5616;0.659;0.628
750995508;1;41;M;3;СРЕДНЕЕ;Не женат / не замужем;397168.8165;на покупку автомобиля;Blue;32;1;3;3;46970;0.313;1679;0.318;0.223
716171358;0;51;M;4;среднее;женат / замужем;148042.721;строительство недвижимости;Blue;36;2;3;1;44360;0.731;4460;0.771;0.501
794637333;0;44;F;2;среднее;гражданский брак;108512.9371;сделка с автомобилем;Silver;25;2;2;2;131380;0.546;3881;0.791;0
718437033;1;46;M;2;среднее;женат / замужем;209455.0918;сделка с подержанным автомобилем;Blue;30;4;3;2;14383;0.731;2527;0.583;0.473
718492908;0;38;F;3;высшее;Не женат / не замужем;303874.717;строительство собственной недвижимости;Blue;36;1;2;3;32970;0.605;4636;0.72;0.471
716033508;0;46;M;2;среднее;женат / замужем;216989.3085;строительство жилой недвижимости;Blue;34;1;3;2;62720;1.172;4514;1.2;0.229
717603858;0;54;M;3;среднее;женат / замужем;125234.5261;дополнительное образование;Blue;42;1;2;1;56080;0.522;4325;0.75;0.317
714741933;0;42;M;4;Высшее;в разводе;131570.767;покупка недвижимости;Blue;32;1;1;2;99060;0.785;4033;1;0.178
716558283;0;30;F;0;среднее;женат / замужем;142416.352;недвижимость;Blue;36;2;2;2;16210;0.729;5247;0.615;0.645
719022558;0;49;F;4;СРЕДНЕЕ;женат / замужем;;жилье;Blue;38;1;3;3;23050;0.818;5106;0.762;0.509
717334233;0;54;F;1;среднее;женат / замужем;395727.7037;покупка жилья;Blue;43;1;3;2;95250;0.669;4804;0.881;0.264
709222008;1;41;M;3;среднее;женат / замужем;177336.3455;покупка недвижимости;Blue;32;1;3;4;47420;0.464;2422;0.464;0.468
719192808;0;51;M;4;высшее;Не женат / не замужем;266641.9943;получение высшего образования;Blue;36;2;1;1;31680;0.663;4674;0.821;0.678
719281533;0;37;F;3;среднее;женат / замужем;270572.8413;покупка жилья для сдачи;Blue;27;2;1;3;29390;0.69;5076;0.826;0.472
710877108;0;44;F;1;высшее;гражданский брак;197357.3884;сыграть свадьбу;Blue;32;1;1;2;27240;0.613;4171;1.206;0.473
714155283;0;46;F;2;среднее;гражданский брак;158795.0896;заняться высшим образованием;Blue;36;2;3;0;69900;0.752;4861;0.638;0.125
771214083;0;45;M;2;Среднее;Не женат / не замужем;66447.75952;покупка жилой недвижимости;Blue;32;1;2;3;18700;0.761;4891;0.806;0
770581983;0;55;F;4;среднее;женат / замужем;54593.76878;заняться образованием;Blue;41;1;1;3;14383;0.861;4885;0.63;0
718742808;1;55;F;1;высшее;гражданский брак;;свадьба;Blue;46;2;4;3;46290;0.788;2877;0.581;0.153
710257683;0;50;M;3;среднее;женат / замужем;164098.307;на проведение свадьбы;Blue;33;1;2;2;345160;0.585;4520;0.659;0.033
721426383;1;36;F;3;среднее;гражданский брак;41886.26787;сыграть свадьбу;Blue;36;4;3;0;15580;0.775;2424;0.6;0.168
721041483;1;45;M;4;среднее;гражданский брак;159481.0835;на покупку своего автомобиля;Blue;37;1;2;2;130930;0.426;2032;0.444;0.192
719922558;0;45;F;5;высшее;женат / замужем;388651.7373;недвижимость;Blue;33;2;2;3;14383;0.739;5346;0.787;0
715072533;0;41;F;3;высшее;гражданский брак;;строительство недвижимости;Blue;36;2;6;2;44510;0.726;4456;0.974;0
716214108;0;44;M;4;высшее;женат / замужем;155797.8951;жилье;Blue;36;1;2;1;64260;0.592;4892;0.818;0
772216833;0;47;F;5;среднее;женат / замужем;128418.6806;операции с недвижимостью;Blue;36;1;2;1;27610;0.582;4510;0.66;0.706
708553008;0;38;F;1;среднее;гражданский брак;409033.8243;строительство недвижимости;Blue;36;1;2;3;21480;0.602;4711;0.882;0.514
778880358;0;49;F;4;среднее;Не женат / не замужем;124770.0171;ремонт жилью;Blue;30;1;3;3;24850;0.595;4208;0.919;0.663
720258183;0;39;F;4;высшее;Не женат / не замужем;104285.8097;операции со своей недвижимостью;Blue;25;2;3;3;33940;0.689;5421;0.829;0.742
720689583;0;50;F;3;неоконченное высшее;женат / замужем;205318.6873;операции с коммерческой недвижимостью;Blue;40;1;3;3;33670;0.769;5657;0.517;0.519
758168133;0;50;F;0;Среднее;женат / замужем;52876.30593;ремонт жилью;Blue;43;2;3;1;41540;0.544;4325;0.72;0.255
716322783;0;47;F;3;среднее;женат / замужем;41895.38072;операции с недвижимостью;Blue;37;2;2;2;21540;0.665;4538;0.762;0.756
711118083;0;54;F;4;среднее;Не женат / не замужем;123987.8121;высшее образование;Blue;43;1;2;1;25060;0.729;4504;1.051;0.712
709591533;0;46;F;3;среднее;Не женат / не замужем;154707.9153;операции с недвижимостью;Blue;38;1;1;3;17740;0.686;3474;0.667;0.629
794556333;0;43;F;2;среднее;женат / замужем;104296.759;свадьба;Blue;27;1;3;3;32870;0.711;5236;1.026;0.516
771630783;0;42;F;3;среднее;гражданский брак;62995.14544;сыграть свадьбу;Blue;30;1;1;2;18210;0.781;4786;0.776;0.513
708672708;0;49;M;4;высшее;женат / замужем;94164.19088;автомобиль;Blue;31;2;3;3;345160;0.71;3990;1.031;0.073
715590258;0;45;F;4;высшее;в разводе;170437.3935;дополнительное образование;Blue;36;1;1;3;39180;0.76;4700;0.643;0.528
714241083;0;49;F;1;среднее;женат / замужем;101614.5105;свадьба;Blue;39;1;1;3;54550;0.748;4349;0.812;0.383
708416433;1;41;F;1;среднее;женат / замужем;64311.65777;получение дополнительного образования;Blue;36;4;3;2;23720;0.597;2499;0.464;0
779183958;1;45;F;2;Среднее;вдовец / вдова;288332.8875;на проведение свадьбы;Blue;33;1;3;4;14920;0.502;2469;0.267;0
709061658;0;44;F;1;высшее;гражданский брак;136171.9121;получение дополнительного образования;Blue;31;2;2;3;15500;0.749;4534;0.977;0.462
717384183;0;58;F;3;высшее;Не женат / не замужем;290193.7957;получение высшего образования;Blue;53;1;3;1;26690;0.725;4863;1.135;0.767
778921908;0;42;M;4;среднее;гражданский брак;293503.4257;сыграть свадьбу;Blue;23;2;3;1;33110;0.7;4559;0.905;0.254
714745608;0;51;F;4;среднее;женат / замужем;126097.1967;операции с коммерческой недвижимостью;Blue;33;2;4;3;30680;0.854;5524;0.972;0.675
709200633;0;55;F;1;высшее;женат / замужем;169387.715;автомобиль;Blue;49;1;4;3;27210;0.508;5443;0.973;0
714714558;0;37;F;2;среднее;гражданский брак;100579.5404;покупка жилья;Blue;27;1;3;2;30500;1.177;4698;0.923;0.825
801363633;0;60;F;2;высшее;вдовец / вдова;138724.0436;строительство собственной недвижимости;Blue;54;1;2;2;33560;0.862;5200;0.929;0.496
778847808;0;42;F;4;среднее;женат / замужем;188513.0537;жилье;Blue;23;1;2;3;26470;0.712;4911;0.864;0.47
713015433;0;50;F;4;неоконченное высшее;Не женат / не замужем;;на покупку подержанного автомобиля;Blue;36;2;4;3;24070;0.736;4543;0.775;0.458
711666708;1;52;F;2;среднее;женат / замужем;304683.171;покупка жилья;Blue;39;1;3;4;22330;0.798;2888;0.562;0.802
809631483;0;42;M;3;неоконченное высшее;Не женат / не замужем;173126.9119;образование;Blue;37;1;1;3;321060;0.678;4452;0.729;0
808967883;0;48;F;4;среднее;женат / замужем;86554.18318;свой автомобиль;Blue;43;1;1;0;20890;0.886;5069;1.111;0.604
710532258;0;48;F;3;неоконченное высшее;женат / замужем;314546.9934;покупка жилья для семьи;Blue;36;1;1;1;21850;0.924;4906;0.804;0.684
812235108;0;44;F;2;среднее;вдовец / вдова;99653.86739;покупка своего жилья;Blue;39;2;3;3;40570;0.873;4301;1.417;0.186
817293258;0;44;F;4;среднее;в разводе;;на проведение свадьбы;Blue;27;1;1;2;31830;0.726;4017;0.853;0.791
714695883;0;45;F;5;среднее;женат / замужем;132459.8406;приобретение автомобиля;Blue;36;1;2;3;26990;0.648;4071;0.829;0.587
738062658;0;57;M;3;среднее;женат / замужем;82233.59745;покупка жилой недвижимости;Blue;50;2;3;3;170960;0.409;4231;0.55;0.103
709518858;0;50;F;2;высшее;женат / замужем;209833.0715;сделка с автомобилем;Blue;38;1;1;1;28970;0.7;4891;0.776;0
819634233;1;46;F;2;среднее;Не женат / не замужем;227258.3785;получение образования;Blue;40;5;2;2;65680;0.101;1507;0.222;0
711272058;0;40;F;4;высшее;женат / замужем;111341.2588;свой автомобиль;Blue;28;1;3;3;16220;0.866;4216;1.367;0.599
716262708;0;51;F;2;высшее;женат / замужем;685255.3712;недвижимость;Blue;36;1;3;2;14383;0.571;4447;0.821;0.499
708928008;0;34;F;2;среднее;женат / замужем;84116.2397;покупка коммерческой недвижимости;Blue;36;2;3;1;16770;0.7;4035;0.891;0
765755283;0;48;F;2;среднее;женат / замужем;119609.3984;на проведение свадьбы;Blue;41;1;1;3;78840;0.714;4588;0.762;0.094
711922158;0;57;F;2;среднее;женат / замужем;147739.3077;сыграть свадьбу;Blue;45;1;3;3;18600;0.778;5109;0.722;0
773177358;0;48;F;3;среднее;женат / замужем;288762.2302;на покупку своего автомобиля;Blue;41;1;2;2;80740;0.72;5372;0.788;0.3
779638983;0;47;F;4;среднее;гражданский брак;166343.0287;покупка своего жилья;Blue;30;2;3;3;21240;0.728;4592;0.804;0.741
708723858;0;48;F;4;среднее;Не женат / не замужем;115695.7441;сделка с автомобилем;Blue;37;1;1;3;34130;0.812;3843;0.634;0.502
712184133;0;41;F;5;среднее;гражданский брак;63107.32497;автомобиль;Blue;24;2;3;3;21780;0.635;5089;0.455;0.646
709948233;0;47;F;3;среднее;женат / замужем;71091.39251;операции со своей недвижимостью;Blue;35;1;4;3;24460;0.714;5347;0.74;0.776
709415583;0;37;F;2;СРЕДНЕЕ;женат / замужем;110387.2568;покупка жилья для сдачи;Blue;21;1;1;1;39670;0.626;4490;0.833;0.372
714005508;0;45;F;4;среднее;Не женат / не замужем;134813.7408;высшее образование;Blue;36;2;2;2;41460;0.74;4323;0.684;0.489
712407033;0;26;F;0;ВЫСШЕЕ;женат / замужем;165563.1641;получение образования;Silver;13;1;2;3;345160;0.623;4174;0.735;0.07
716333283;0;58;F;0;среднее;женат / замужем;130461.5955;операции с коммерческой недвижимостью;Blue;52;1;2;2;18690;0.847;5269;0.633;0.671
715534083;0;46;F;2;неоконченное высшее;Не женат / не замужем;210345.1302;строительство недвижимости;Blue;33;2;3;1;21680;0.622;4043;0.738;0.615
789492558;0;49;F;2;среднее;женат / замужем;218750.2721;дополнительное образование;Blue;40;1;2;1;20960;0.6;4926;0.745;0.609
770929383;0;41;M;2;среднее;Не женат / не замужем;136793.6262;операции с недвижимостью;Blue;28;2;1;1;72930;0.507;4828;0.64;0.136
708890133;0;46;F;4;среднее;женат / замужем;196860.6064;свадьба;Blue;35;2;2;2;14383;0.802;4659;1.114;0
788595183;0;42;M;2;высшее;гражданский брак;328822.4945;строительство жилой недвижимости;Blue;36;1;1;3;14383;0.68;3499;0.86;0.477
713167383;0;57;F;3;среднее;женат / замужем;;получение образования;Blue;46;1;2;2;22980;0.708;5154;0.976;0.67
717704433;0;48;F;4;среднее;Не женат / не замужем;69414.72937;операции с коммерческой недвижимостью;Blue;37;1;2;1;38290;0.731;4313;0.545;0.218
718590183;0;58;F;3;среднее;женат / замужем;57214.6089;строительство жилой недвижимости;Blue;47;1;3;3;15170;0.825;5067;0.865;0.606
719019483;0;46;F;2;среднее;женат / замужем;141210.6842;покупка жилья для семьи;Silver;36;2;3;1;134270;0.84;4266;0.75;0.112
710401458;0;53;M;3;высшее;женат / замужем;115817.2654;недвижимость;Blue;40;2;2;3;167470;0.801;4350;0.767;0
720783558;0;58;F;1;неоконченное высшее;Не женат / не замужем;64391.96022;покупка жилой недвижимости;Blue;48;2;3;1;99260;0.524;4937;0.553;0.223
772364358;0;54;F;2;среднее;женат / замужем;168231.0153;дополнительное образование;Blue;44;1;1;1;26910;0.767;4413;0.633;0.301
719868183;1;42;F;3;Среднее;Не женат / не замужем;78957.66718;свой автомобиль;Blue;30;5;3;2;14560;0.694;2843;0.5;0
709388058;0;43;F;4;среднее;женат / замужем;126849.544;покупка жилья для сдачи;Blue;34;2;3;2;20050;0.657;4906;0.818;0.63
717004533;0;35;F;3;среднее;гражданский брак;155452.9684;свадьба;Blue;36;2;3;0;47900;0.698;4544;0.929;0.248
714969183;0;46;F;2;среднее;женат / замужем;168215.3297;покупка жилья;Blue;36;2;3;1;31230;0.788;4117;1.111;0.525
720837708;0;42;F;3;среднее;женат / замужем;127215.0772;заняться высшим образованием;Blue;28;1;2;3;54710;0.493;5103;0.679;0.46
759947433;0;53;M;3;среднее;гражданский брак;123420.7052;ремонт жилью;Blue;46;1;2;2;136700;0.819;4812;0.653;0
767404083;1;52;M;2;высшее;женат / замужем;160407.1492;ремонт жилью;Blue;45;2;3;3;34600;0.466;2355;0.621;0
781926633;0;48;M;2;среднее;гражданский брак;96366.16318;покупка своего жилья;Blue;42;1;3;3;32020;0.597;4675;0.692;0.786
772127508;1;31;F;1;среднее;женат / замужем;157805.3191;сделка с подержанным автомобилем;Blue;20;6;2;2;14383;0.706;2614;0.531;0
720518283;0;50;M;2;среднее;гражданский брак;194179.9931;строительство недвижимости;Blue;36;1;3;2;22960;0.604;5483;0.791;0.597
715380483;0;54;F;5;среднее;женат / замужем;106988.2395;ремонт жилью;Blue;49;2;3;2;14760;0.699;4462;0.786;0
789296133;0;35;F;3;среднее;женат / замужем;143648.7168;покупка жилья;Blue;24;1;1;3;122870;0.612;4601;0.757;0.063
711029358;0;41;F;4;высшее;Не женат / не замужем;119563.8519;образование;Blue;36;2;3;2;24700;0.811;5011;0.743;0.634
712615008;0;46;M;2;среднее;женат / замужем;122689.305;дополнительное образование;Blue;34;1;3;2;244310;0.417;3457;0.571;0.037
816826008;0;41;M;4;СРЕДНЕЕ;Не женат / не замужем;82860.82098;покупка жилья для семьи;Blue;36;1;1;2;19500;0.619;4630;0.714;0.512
715488483;0;49;F;4;среднее;женат / замужем;197261.3722;жилье;Blue;36;1;3;1;66150;0.619;4575;0.786;0
717759783;0;47;F;4;высшее;женат / замужем;227421.7855;покупка жилья для сдачи;Blue;34;1;3;2;57560;0.708;5298;0.714;0.149
796083783;1;55;F;2;высшее;гражданский брак;177527.4384;заняться высшим образованием;Blue;49;1;0;6;14383;0.608;2278;0.727;0
709925733;0;32;F;0;среднее;женат / замужем;123594.2823;жилье;Blue;22;1;3;2;14383;0.806;5099;0.951;0.496
715309083;0;50;F;2;среднее;женат / замужем;87294.49653;операции с коммерческой недвижимостью;Blue;36;2;3;2;19120;0.728;4851;0.642;0
778441533;1;45;F;4;высшее;женат / замужем;169438.1761;операции со своей недвижимостью;Blue;26;6;2;2;45490;0.779;2240;0.478;0.359
715891533;0;45;F;4;среднее;женат / замужем;246245.9224;покупка жилья для семьи;Blue;33;1;2;1;19790;0.702;5458;0.75;0.659
788848458;0;40;F;5;среднее;гражданский брак;66592.26621;получение высшего образования;Blue;24;1;1;2;28030;0.954;5089;1.029;0.623
708399858;0;45;F;3;среднее;женат / замужем;98514.40566;свадьба;Blue;35;2;2;1;25480;0.581;4747;0.791;0.883
711944733;0;45;F;2;среднее;женат / замужем;174180.5505;свадьба;Blue;36;1;2;2;14570;0.852;5401;0.661;0.568
712683633;1;32;F;0;высшее;женат / замужем;292729.821;операции с коммерческой недвижимостью;Blue;36;5;3;3;14383;0.569;2464;0.321;0
785487783;0;59;F;1;среднее;женат / замужем;145099.4002;сыграть свадьбу;Blue;53;2;2;0;19800;0.743;5350;0.714;0.712
718951683;0;48;F;2;высшее;в разводе;483130.4452;свой автомобиль;Blue;35;2;3;1;22160;0.497;4763;0.66;0.569
718329183;0;57;F;3;среднее;женат / замужем;119275.5903;на проведение свадьбы;Blue;47;1;3;2;42620;0.682;3943;0.744;0.591
788960658;0;42;F;2;среднее;женат / замужем;149590.3919;операции с коммерческой недвижимостью;Blue;28;1;2;3;25730;0.693;4649;0.76;0.677
713120433;0;55;F;2;Среднее;Не женат / не замужем;154935.7383;покупка жилья для сдачи;Blue;42;2;2;3;54310;0.661;4569;0.608;0.37
720980958;0;43;F;5;среднее;гражданский брак;;получение высшего образования;Blue;30;1;3;2;30920;0.832;4797;0.851;0.294
709606158;0;37;F;2;высшее;женат / замужем;105905.3793;высшее образование;Blue;31;1;3;3;29840;0.77;4878;0.87;0
714168183;0;48;F;2;высшее;гражданский брак;233766.8159;покупка жилья;Blue;38;1;3;3;21860;0.617;4629;0.791;0.465
712524858;0;34;M;1;среднее;женат / замужем;;получение высшего образования;Blue;28;1;6;3;26690;0.63;4314;0.609;0.618
815072283;0;50;F;3;среднее;гражданский брак;133250.2427;недвижимость;Blue;45;1;3;1;17890;0.748;5110;0.63;0.646
715980258;0;36;F;1;высшее;Не женат / не замужем;124115.3737;получение высшего образования;Blue;25;1;2;3;28350;0.731;4811;0.925;0.886
788715483;0;44;F;5;среднее;гражданский брак;232010.3808;сделка с автомобилем;Blue;28;2;2;2;15580;0.874;4805;0.792;0.564
809276808;0;47;M;4;высшее;женат / замужем;253680.5722;строительство недвижимости;Blue;42;1;1;3;72990;0.806;4678;0.729;0
708885558;1;56;F;1;среднее;гражданский брак;77130.14432;высшее образование;Blue;48;1;5;2;35560;0.596;2220;0.731;0
789373683;0;45;F;3;высшее;Не женат / не замужем;260465.3945;сыграть свадьбу;Blue;35;1;2;2;14383;0.635;4976;0.842;0.58
714216858;0;35;F;2;СРЕДНЕЕ;гражданский брак;;свадьба;Blue;36;2;1;2;15070;0.81;4679;0.771;0
719150658;1;51;F;2;неоконченное высшее;гражданский брак;168333.9611;операции с недвижимостью;Blue;34;2;3;2;75510;0.894;2977;0.394;0
712302783;0;38;F;2;среднее;вдовец / вдова;108843.9813;автомобиль;Blue;25;2;3;1;24680;0.991;4426;1.111;0.353
799717458;0;42;F;3;среднее;женат / замужем;378245.2709;высшее образование;Blue;36;2;3;3;25150;0.649;4025;0.805;0.578
716354883;1;59;F;0;среднее;в разводе;95447.1438;заняться образованием;Blue;49;2;3;2;90760;0.899;3048;0.656;0
719601708;0;45;M;3;высшее;гражданский брак;263173.7467;на покупку подержанного автомобиля;Blue;35;1;1;2;106990;0.661;5052;0.694;0.103
720150858;1;34;M;2;СРЕДНЕЕ;гражданский брак;;операции с жильем;Blue;25;6;2;0;14390;0.89;2932;0.913;0
824915208;0;44;F;3;среднее;вдовец / вдова;34078.08943;сделка с подержанным автомобилем;Blue;40;2;1;1;72120;0.727;5169;0.745;0.14
798777708;0;54;F;4;среднее;гражданский брак;;покупка жилья для семьи;Blue;48;2;4;1;30890;1.01;5237;0.829;0.381
805229133;0;46;M;3;среднее;женат / замужем;108645.1303;покупка коммерческой недвижимости;Blue;41;1;2;2;112500;0.482;4514;0.591;0
716365233;0;53;F;1;СРЕДНЕЕ;гражданский брак;54928.91035;сделка с автомобилем;Blue;36;1;3;3;16650;1.049;4881;0.923;0.579
796544133;0;54;M;1;Среднее;женат / замужем;287187.8526;недвижимость;Blue;48;1;3;1;24560;0.565;4468;0.75;0.673
778143183;0;47;M;1;высшее;женат / замужем;336704.9514;операции с коммерческой недвижимостью;Blue;40;2;2;3;117730;0.754;5098;1.071;0
717011958;0;43;F;4;среднее;женат / замужем;96211.68191;приобретение автомобиля;Blue;23;2;1;1;14383;0.728;4494;0.708;0
778264008;0;41;F;3;среднее;гражданский брак;188912.0874;получение образования;Blue;32;2;1;2;31040;0.473;4699;0.925;0.63
789507408;0;48;F;3;среднее;женат / замужем;;получение дополнительного образования;Blue;40;2;6;1;23370;0.586;5203;0.765;0
788842008;0;50;F;3;среднее;Не женат / не замужем;111151.6768;операции с коммерческой недвижимостью;Blue;34;2;2;2;40600;0.943;5173;0.706;0.575
714742758;0;42;F;4;среднее;женат / замужем;168383.4446;недвижимость;Blue;24;2;2;2;34280;0.671;4751;0.642;0.644
717742908;0;44;M;3;среднее;Не женат / не замужем;133912.2722;на проведение свадьбы;Blue;36;1;1;1;129670;0.787;4520;0.762;0.194
712874433;0;45;M;3;высшее;женат / замужем;151302.5616;образование;Blue;36;2;1;0;23260;0.814;5413;0.765;0.276
711092658;1;39;F;3;среднее;женат / замужем;81863.11439;недвижимость;Blue;26;2;2;3;43760;0.839;2862;0.733;0.195
720299283;0;46;M;3;высшее;женат / замужем;106289.5036;получение дополнительного образования;Blue;33;2;2;1;127450;0.538;4380;0.739;0
719237058;0;39;M;2;высшее;женат / замужем;153255.3255;операции с жильем;Blue;36;2;2;1;17900;0.45;4498;0.574;0.498
719671383;0;40;F;3;среднее;женат / замужем;;получение дополнительного образования;Blue;30;2;3;2;29690;0.74;4109;1;0
788290383;0;43;M;3;высшее;вдовец / вдова;;покупка своего жилья;Blue;35;2;6;3;49700;0.669;4436;0.804;0.32
779701983;0;49;F;3;Неоконченное высшее;Не женат / не замужем;;операции с недвижимостью;Blue;32;1;3;3;54000;0.595;4643;0.702;0.264
779247483;1;46;F;1;среднее;женат / замужем;198772.8492;операции со своей недвижимостью;Blue;28;5;2;6;20690;0.656;2754;0.667;0
767093133;0;52;F;2;среднее;женат / замужем;56612.29094;на покупку автомобиля;Blue;45;2;2;1;31920;0.646;4191;0.739;0
717979008;0;48;F;3;высшее;в разводе;279401.5979;свой автомобиль;Blue;37;2;2;1;21050;0.514;4833;1.077;0.509
712132383;0;44;M;4;среднее;женат / замужем;203290.0842;на покупку подержанного автомобиля;Blue;34;2;2;3;18760;0.839;5056;0.547;0.459
772306383;1;57;F;3;высшее;Не женат / не замужем;149313.7607;строительство недвижимости;Blue;43;5;3;2;14620;0.602;2299;0.312;0
714469008;0;40;F;2;среднее;женат / замужем;155886.8566;образование;Blue;29;1;3;3;23510;0.613;5115;0.787;0.569
812446158;0;54;F;3;высшее;гражданский брак;155569.0734;сделка с автомобилем;Blue;49;2;2;2;17190;0.579;4869;0.512;0
779401233;0;47;F;4;высшее;женат / замужем;251268.5088;на покупку автомобиля;Blue;36;1;1;0;14383;0.61;5216;0.66;0
784994883;0;26;F;0;среднее;женат / замужем;221235.8;дополнительное образование;Blue;20;2;2;2;25160;1.033;4746;0.875;0.945
721080183;0;33;F;1;среднее;Не женат / не замужем;158023.4519;сделка с подержанным автомобилем;Blue;20;2;2;3;48830;0.724;4613;1;0
712572858;0;38;M;3;среднее;гражданский брак;60769.66918;на покупку автомобиля;Blue;29;2;1;3;34130;0.88;3831;0.667;0.528
719759733;1;59;F;0;среднее;женат / замужем;173544.6795;профильное образование;Blue;52;2;4;3;18520;0.902;2851;0.75;0
780371433;0;35;F;2;среднее;женат / замужем;162754.1918;сделка с подержанным автомобилем;Blue;25;2;3;3;33390;0.688;4725;0.694;0.603
822170733;1;45;F;4;среднее;женат / замужем;142962.4963;покупка своего жилья;Blue;41;6;3;2;37850;0.574;2401;0.742;0.665
708224133;0;61;M;0;среднее;гражданский брак;242566.9196;операции со своей недвижимостью;Blue;49;1;2;3;22280;0.533;4431;0.651;0.664
719299533;1;55;F;1;среднее;женат / замужем;158402.2002;операции с коммерческой недвижимостью;Blue;36;2;3;2;36260;0.896;2954;0.556;0.219
780633483;0;58;F;0;среднее;женат / замужем;;свой автомобиль;Blue;47;2;2;1;21940;0.814;4962;0.841;0.593
771356508;0;41;F;5;среднее;женат / замужем;151156.7669;недвижимость;Blue;28;2;3;1;26650;0.757;4500;0.972;0.726
823629333;0;42;M;4;неоконченное высшее;женат / замужем;169674.0172;строительство недвижимости;Blue;38;1;4;1;24440;0.788;4220;1.174;0
712961658;0;45;F;4;среднее;гражданский брак;341995.3358;покупка коммерческой недвижимости;Blue;32;1;1;1;33350;0.644;5321;0.95;0.671
710464683;0;45;F;3;среднее;вдовец / вдова;171922.5227;высшее образование;Blue;32;2;3;2;27260;0.814;5578;0.854;0.78
716688183;1;51;F;1;неоконченное высшее;женат / замужем;211041.1478;автомобиль;Blue;43;4;3;3;16650;0.874;2878;0.452;0.914
789082758;0;40;F;2;среднее;Не женат / не замужем;294991.5036;высшее образование;Blue;28;1;3;3;27340;0.726;4981;0.698;0.608
709140858;0;57;F;2;среднее;гражданский брак;85280.29252;жилье;Blue;47;1;3;1;17270;0.767;5112;0.673;0.577
822127008;0;50;F;1;среднее;Не женат / не замужем;104845.5968;получение высшего образования;Blue;46;2;2;1;193490;0.708;4351;0.717;0.032
720496158;0;53;M;0;высшее;женат / замужем;477306.5986;автомобиль;Blue;42;1;2;0;134090;0.625;4031;0.745;0.087
774588633;0;45;F;3;высшее;женат / замужем;262130.7523;образование;Blue;39;2;2;3;14383;0.81;4928;0.909;0
788465583;0;42;F;3;среднее;гражданский брак;;покупка жилья;Blue;35;2;3;3;63300;0.899;3029;0.733;0.248
741517458;1;49;F;4;среднее;гражданский брак;100114.4517;ремонт жилью;Blue;42;2;4;3;25750;0.31;1874;0.739;0.977
709935708;0;55;F;1;среднее;гражданский брак;442338.7548;сыграть свадьбу;Blue;43;2;1;2;33910;0.537;4291;0.711;0.5
721112508;0;48;F;3;среднее;женат / замужем;110479.2102;получение дополнительного образования;Blue;40;2;3;1;52980;0.686;4834;0.667;0
720734583;0;44;F;2;среднее;вдовец / вдова;246226.3626;заняться высшим образованием;Blue;32;1;3;3;25400;0.894;5039;0.745;0.615
772286658;1;63;M;1;неоконченное высшее;женат / замужем;284892.5732;сделка с подержанным автомобилем;Blue;52;6;4;3;143240;0.433;2083;0.647;0.175
807149058;0;48;F;5;среднее;вдовец / вдова;140734.877;свадьба;Blue;43;1;1;3;28760;0.631;4752;0.739;0.566
771045708;1;41;F;5;среднее;женат / замужем;202533.9723;операции с коммерческой недвижимостью;Blue;28;2;3;3;15040;0.864;2801;1.217;0.645
711733308;0;45;F;2;Среднее;в разводе;;автомобили;Blue;36;2;2;2;18390;0.782;4930;0.784;0
710518308;0;54;F;2;высшее;Не женат / не замужем;;операции с коммерческой недвижимостью;Blue;35;1;4;2;16850;0.457;4155;0.667;0
716586408;0;48;F;3;высшее;женат / замужем;166055.7496;покупка жилья для сдачи;Blue;36;1;1;3;48500;0.603;4187;0.686;0.211
713152383;0;40;F;3;среднее;женат / замужем;;заняться образованием;Blue;27;1;1;1;28400;0.591;4405;0.864;0.886
771935283;0;47;F;4;среднее;женат / замужем;429898.7928;покупка жилья для сдачи;Blue;36;1;2;1;29770;0.731;5217;0.725;0.647
720460083;1;45;F;4;среднее;гражданский брак;79429.94695;недвижимость;Gold;27;1;2;3;345160;0.331;2198;0.355;0
